smiles,name,n_models,is_known_antibiotic,best_selectivity,MW,LogP,TPSA,HBD,HBA,RotBonds,Rings,lipinski_violations,lipinski_pass
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,retapamulin,5,False,0.9995,517.78,5.251,66.84,1,6,5,5,2,False
Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12,AFN-1252,5,False,0.9979,375.43,3.693,75.44,1,4,4,4,0,True
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,trimetrexate,5,True,0.9924,369.43,2.741,117.54,3,8,6,3,0,True
CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1,micronomicin,4,False,0.9998,463.58,-3.716,199.73,8,12,7,3,2,False
CC(C)=CCC/C(C)=C/CNCCNC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,SQ-109,4,True,0.9998,330.56,4.683,24.06,2,2,9,4,0,True
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,netilmicin,4,False,0.9995,475.59,-3.201,199.73,8,12,8,3,2,False
O=c1nc(N2CCN(CC3CCCCC3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,macozinone,4,False,0.9994,456.49,4.286,79.58,0,7,4,4,0,True
NC[C@H]1OB(O)c2c(OCCO)ccc(Cl)c21,GSK656,4,False,0.9954,257.48,-0.571,84.94,3,5,4,2,0,True
O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,gepotidacin,4,True,0.9935,448.53,1.087,94.28,1,7,5,6,0,True
CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,vinburnine,4,False,0.993,294.4,3.775,25.24,0,2,1,5,0,True
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,sisomicin,4,False,0.9886,447.53,-3.851,213.72,8,12,6,3,2,False
CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CC[C@H](N)C3)c21,SB-772077B,4,False,0.9749,342.36,0.257,141.98,2,8,3,4,0,True
Nc1ncn([C@H]2C[C@H](OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)nc(N)[nH]c54)C[C@@H]3O)[C@@H](CO)O2)c(=O)n1,guadecitabine,3,False,1.0,557.42,-2.634,278.07,6,15,8,5,3,False
N#[C][Fe-2]([C]#N)([C]#N)([C]#N)([C]#N)[N+][O-],sodium-nitroprusside,3,False,1.0,215.94,-0.366,156.11,0,6,1,0,0,True
CC(C)CCCC(=O)N[C@@H](CCNCS(=O)(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCNCS(=O)(=O)O)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCNCS(=O)(=O)O)NC(=O)[C@H](CCNCS(=O)(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCNCS(=O)(=O)O)NC1=O)[C@@H](C)O,colistimethate,3,False,1.0,1611.88,-8.841,692.56,23,28,42,1,3,False
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,diquafosol,3,False,1.0,790.31,-4.19,404.45,10,19,14,4,3,False
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,diadenosine-tetraphosphate,3,False,0.9999,836.39,-2.446,433.97,10,23,14,6,3,False
O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,relebactam,3,False,0.9999,348.38,-1.142,128.28,3,6,4,3,0,True
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,gentamycin,3,True,0.9999,477.6,-3.327,199.73,8,12,7,3,2,False
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,GSK690693,3,False,0.9998,425.49,1.584,137.14,3,9,5,4,0,True
c1ccc2c(c1)[I]c1ccccc1-2,diphenyleneiodonium,3,False,0.9998,279.1,3.677,0.0,0,0,0,3,0,True
N#CSc1cc(SC#N)c(N)nc1N,PR-619,3,False,0.9997,223.29,1.392,112.51,2,7,2,1,0,True
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,adenosine-triphosphate,3,False,0.9997,507.18,-1.629,279.13,7,13,8,3,3,False
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,uridine-5'-triphosphate,3,False,0.9997,484.14,-2.501,264.37,7,11,8,2,2,False
C[C@H]1COC2(CCN(c3nc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)O1,BTZ043-racemate,3,False,0.9995,431.39,3.315,94.8,0,8,2,4,0,True
CCc1nc2ccc(Cl)cn2c1C(=O)NCc1ccc(N2CCC(c3ccc(OC(F)(F)F)cc3)CC2)cc1,Q-203,3,False,0.9995,557.02,6.763,58.87,1,4,7,5,2,False
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@H]2O)c(=O)[nH]1,INS316,3,False,0.9992,484.14,-2.501,264.37,7,11,8,2,2,False
N[C@@H](Cc1ccc(B(O)O)cc1)C(=O)O,boronophenylalanine,3,False,0.9988,209.01,-1.679,103.78,4,4,4,1,0,True
C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,monocrotaline,3,False,0.9983,325.36,-0.393,96.3,2,7,0,3,0,True
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,vindesine,3,False,0.9976,753.94,2.732,164.82,5,10,6,9,1,True
NC[C@H]1OB(O)c2c(OCCCO)cccc21,epetraborole,3,False,0.9974,237.06,-0.835,84.94,3,5,5,2,0,True
O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,IKK-2-inhibitor-V,3,False,0.9972,383.68,5.336,49.33,2,2,2,2,1,True
Cc1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)no1,CH-170,3,False,0.9971,276.26,-0.827,100.74,0,6,2,3,0,True
C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)O[P@](=O)(O)O[C@H]1[C@@H](O)[C@@H](n6cnc7cc(C)c(C)cc76)O[C@@H]1CO)[C@H]5CC(N)=O)[N]4[Co+][C]#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,cyanocobalamin,3,False,0.9969,1356.4,3.354,475.02,10,19,27,8,3,False
O=c1nc[nH]c2c1ncn2[C@H]1O[C@H](COP(=O)(O)O)[C@H](O)[C@H]1O,polyinosine,3,False,0.9966,348.21,-2.152,180.02,5,8,4,3,0,True
C[C@H](N)C(=O)N[C@@H](C)P(=O)(O)O,alafosfalin,3,True,0.9964,196.14,-1.026,112.65,4,3,3,0,0,True
[CH3][Co+][N]1/C2=C(/C)C3=N/C(=C/C4=N/C(=C(/C)C5=N[C@@](C)([C@@H]1[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]1[C@@H](O)[C@@H](n2cnc6cc(C)c(C)cc62)O[C@@H]1CO)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O,methylcobalamin,3,False,0.9957,1345.41,3.921,451.23,10,18,27,8,3,False
C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]1[C@@H](O)[C@@H](n6cnc7cc(C)c(C)cc76)O[C@@H]1CO)[C@H]5CC(N)=O)[N]4[Co+][C]#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,vitamin-B12,3,False,0.9955,1356.4,3.354,475.02,10,19,27,8,3,False
COc1ncnc(Cn2cc(C(=O)NCCO)c3ncc(C)cc32)c1C,AZ-7371,3,True,0.9943,355.4,1.222,102.16,2,6,6,3,0,True
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,doxofylline,3,False,0.9938,266.26,-1.193,80.28,0,5,2,3,0,True
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,dihydrostreptomycin,3,True,0.9926,583.6,-7.948,334.59,15,15,9,3,3,False
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O,isepamicin,3,False,0.9922,569.61,-7.524,297.72,12,16,9,3,3,False
NCCONC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,OP-0595,3,False,0.9921,324.31,-2.004,151.5,3,7,6,2,0,True
NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,AR-12,3,False,0.9912,460.46,5.762,72.94,2,3,4,5,1,True
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,adenosine-phosphate,3,False,0.9908,347.22,-1.863,186.07,5,9,4,3,0,True
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,streptomycin,3,True,0.9905,581.58,-7.742,331.43,14,15,9,3,3,False
Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)ncn1,PF-05190457,3,False,0.9898,512.68,4.624,66.63,0,6,4,7,1,True
C[C@@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,Proxyphylline,3,False,0.9882,238.25,-1.185,82.05,1,4,2,2,0,True
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,thiophanate,3,False,0.9828,342.4,1.792,100.72,4,6,2,1,0,True
CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,liraglutide,3,False,0.9823,3751.26,-10.162,1513.76,54,49,130,6,3,False
COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)O[C@H](C1CC1)C=C2,iclaprim,3,True,0.9542,354.41,2.433,105.51,2,7,5,4,0,True
CC[C@@H](C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,colistin,3,False,0.8596,1155.45,-5.831,490.66,18,18,28,1,3,False
O=S(=O)(OC[C@H]1O[C@@](COS(=O)(=O)[O][Al]([OH])[OH])(O[C@H]2O[C@H](COS(=O)(=O)[O][Al]([OH])[OH])[C@@H](OS(=O)(=O)[O][Al]([OH])[OH])[C@H](OS(=O)(=O)[O][Al]([OH])[OH])[C@H]2OS(=O)(=O)[O][Al]([OH])[OH])[C@@H](OS(=O)(=O)[O][Al]([OH])[OH])[C@@H]1OS(=O)(=O)[O][Al]([OH])[OH])[O][Al]([OH])[OH],sucralfate,2,False,1.0,1462.71,-19.354,772.17,16,51,37,2,3,False
C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,delgocitinib,2,False,1.0,310.36,1.299,88.91,1,5,2,4,0,True
N#Cc1c(N2C=C(O)[O][Sr][O]C(O)=C2)sc2c1CC(=O)[O][Sr][O]C2=O,strontium-ranelate,2,False,1.0,513.49,0.511,138.55,2,11,1,3,2,False
O=P(O)(O)O[C@H]1[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O,hexasodium-phytate,2,False,1.0,660.03,-3.133,400.56,12,12,12,1,3,False
CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,fondaparinux,2,False,1.0,1508.27,-13.75,805.48,19,39,30,5,3,False
O=C1Nc2ccccc2C12OCC1(CO2)COC2(OC1)C(=O)Nc1ccccc12,JW-67,2,False,1.0,394.38,1.677,95.12,2,6,0,6,0,True
CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,fosamprenavir,2,False,1.0,585.62,2.52,177.72,4,8,13,3,1,True
CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCN)CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O,squalamine,2,False,1.0,627.98,5.553,133.91,5,7,16,4,2,False
C[C@H]1CCN1c1nc(N2C[C@@H]3[C@@H](CC(=O)O)[C@@H]3C2)cc(C(F)(F)F)n1,ketohexokinase-inhibitor-1,2,False,1.0,356.35,2.251,69.56,1,5,4,4,0,True
CC#CCOC(=O)c1c(C)nc2sc3c(c2c1N)CC[C@H](O)C3,SB-205384,2,False,0.9999,330.41,2.217,85.44,2,6,2,3,0,True
O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(N[C@H]3C[C@@H]4CC[C@H]3C4)ncnc21,5'-chloro-5'-deoxy-ENBA-(+/-),2,False,0.9999,379.85,1.285,105.32,3,7,4,5,0,True
O=C1[O][SbH]23[O]C(=O)C([O]2)C2[O][SbH]4([O]C(=O)C([O]4)C1[O]3)[O]C2=O,antimonyl,2,False,0.9999,537.64,-3.896,142.12,0,12,0,5,2,False
CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCNCCCN)CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O,trodusquemine,2,False,0.9999,685.07,5.533,145.94,6,8,20,4,3,False
CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,diflorasone-diacetate,2,False,0.9998,494.53,2.985,106.97,1,7,4,4,0,True
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,fluticasone-propionate,2,False,0.9998,500.58,4.43,80.67,1,6,4,4,1,True
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,fludarabine-phosphate,2,False,0.9998,365.21,-1.724,186.07,5,9,4,3,0,True
Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,GDC-0980,2,False,0.9998,498.61,0.901,133.83,2,11,5,5,1,True
O=C(O)c1cc(F)c2nc(N3[C@@H]4CC[C@H]3C[C@@H](OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)sc2c1,tropifexor,2,False,0.9998,603.59,7.281,97.92,1,8,8,7,2,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,vorapaxar,2,False,0.9998,492.59,5.63,77.52,1,5,5,5,1,True
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,nadide,2,False,0.9997,664.44,-3.016,318.26,8,16,11,5,3,False
NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,carumonam,2,True,0.9997,466.41,-2.876,253.9,5,12,9,2,1,True
CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)O[C@]12C,solithromycin,2,False,0.9997,845.02,4.604,197.87,2,14,11,5,2,False
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,efavirenz,2,False,0.9996,315.68,4.073,38.33,1,2,0,3,0,True
C[C@H](C[C@H](C)[C@@H](O)CC(=O)c1ccc(N)cc1)[C@H]1OC(=O)CC(=O)CCCC(=O)C[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)C[C@@H](O)[C@H](C(=O)O)[C@@H](O)C[C@@H](O[C@@H]2O[C@H](C)[C@H](O)[C@@H](O)[C@@H]2N)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]1C,candicidin,2,False,0.9996,1109.32,3.612,364.22,11,19,10,3,3,False
CN(C)[C@@H]1C(=O)[C@@H](C(N)=O)C(=O)[C@@]2(O)C(=O)[C@H]3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,chlortetracycline,2,False,0.9996,478.89,-0.815,175.3,4,9,2,4,0,True
O=c1n(C[C@H]2CO2)c(=O)n(C[C@H]2CO2)c(=O)n1C[C@H]1CO1,teroxirone,2,False,0.9995,297.27,-2.632,103.59,0,6,6,4,0,True
Cc1nc(COP(=O)(O)O)cc2c1[O][Mn][O]c1c(cc(COP(=O)(O)O)nc1C)CN(CC(=O)O)CCN(CC(=O)O)C2,mangafodipir,2,False,0.9995,691.38,0.469,258.84,6,12,10,3,3,False
Nc1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12,CGP-71683,2,False,0.9995,475.62,4.562,110.0,3,6,7,5,0,True
CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,sulpiride,2,False,0.9994,341.43,0.557,101.73,2,5,6,2,0,True
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,coenzyme-I,2,False,0.9994,665.45,-2.686,317.62,8,17,11,5,3,False
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1,puromycin,2,False,0.9994,471.52,-0.794,160.88,4,10,8,4,0,True
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,mitomycin-C,2,False,0.9992,334.33,-1.651,146.89,3,8,3,4,0,True
CC(C)(C)/[N+]([O-])=C/c1ccc(S(=O)(=O)O)cc1S(=O)(=O)O,NXY-059,2,False,0.9992,337.38,0.908,134.81,2,5,3,1,0,True
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,PF-06459988,2,False,0.9992,431.88,2.127,110.19,2,7,7,4,0,True
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,brivanib-alaninate,2,False,0.9992,441.46,3.417,116.76,2,7,7,4,0,True
Oc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4,nor-binaltorphimine,2,False,0.9991,661.8,3.824,121.65,5,8,4,13,1,True
Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,actinomycin-d,2,False,0.9991,1255.44,0.726,359.98,5,18,8,7,2,False
Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,alovudine,2,False,0.999,244.22,-0.537,84.32,2,4,2,2,0,True
CS[C@H]1SC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3cnc4ccccc4n3)C(=O)N[C@@H](C)C(=O)N(C)[C@H]1C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c1cnc3ccccc3n1)C(=O)N[C@@H](C)C(=O)N2C,echinomycin,2,False,0.9989,1101.28,0.635,301.8,4,18,7,6,2,False
CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,itraconazole,2,False,0.9988,705.65,5.577,104.7,0,9,11,7,2,False
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,coenzyme-A,2,False,0.9987,767.54,-1.665,346.56,10,17,18,3,3,False
COc1c(C)cnc(Cn2cc(C#CCC(C)(C)O)c3c(Cl)nc(N)nc32)c1C,EC-144,2,False,0.9986,413.91,3.248,99.08,2,6,4,3,0,True
COC(=O)/C=C/C(=O)OC,dimethyl-fumarate,2,False,0.9986,144.13,-0.111,52.6,0,4,2,0,0,True
Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,etofylline-clofibrate,2,False,0.9986,420.85,1.488,97.35,0,6,6,3,0,True
CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,CC-223,2,False,0.9986,397.48,2.482,100.47,2,7,4,4,0,True
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,clofarabine,2,False,0.9985,303.68,-0.349,119.31,3,7,2,3,0,True
NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O,vecabrutinib,2,False,0.9985,529.93,2.653,130.47,3,7,5,4,1,True
CC(C)[C@](O)(c1ccc2cc(OC(F)F)c(OC(F)F)cc2c1)c1cn[nH]n1,VT-464,2,False,0.9984,399.34,4.053,80.26,2,5,7,3,0,True
CC(=O)N(C[C@@H](O)CO)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I,iohexol,2,False,0.9984,821.14,-1.627,199.89,8,9,12,1,2,False
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,aztreonam,2,True,0.9983,435.44,-1.172,201.58,4,10,7,2,0,True
CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,brinzolamide,2,False,0.9983,383.52,0.087,118.8,2,7,7,2,0,True
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,neomycin,2,True,0.9982,614.65,-8.895,353.11,13,19,9,4,3,False
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,paromomycin,2,True,0.9979,615.63,-8.862,347.32,13,19,9,4,3,False
