smiles,name,n_models,is_known_antibiotic,best_selectivity,MW,LogP,TPSA,HBD,HBA,RotBonds,Rings,lipinski_violations,lipinski_pass
CSCC[C@@H](N)C(=O)O,methionine,1,False,0.9583,149.22,0.151,63.32,2,3,4,0,0,True
CCC(C)(C)C(=O)O,HQK-1001,1,False,0.9583,116.16,1.507,37.3,1,1,2,0,0,True
CC(C)C(N)=O,isobutyramide,1,False,0.9582,87.12,0.128,43.09,1,1,1,0,0,True
Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1,adomeglivant,1,False,0.958,555.64,7.935,75.63,2,3,10,3,2,False
NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ccnc3cc(-c4cccc(SC(F)(F)F)c4)nn23)[C@H](O)[C@@H]1O,TAK-243,1,False,0.9574,519.53,1.75,152.07,4,9,7,4,1,True
CC(=O)N(O)[C@@H]1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,Y-26763,1,False,0.9573,276.29,1.369,93.79,2,5,1,2,0,True
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,sirolimus,1,False,0.9568,914.19,6.181,195.43,3,13,6,4,3,False
CN(C)C(=S)SC(=S)N(C)C,tetramethylthiuram-monosulfide,1,False,0.9565,208.38,1.413,6.48,0,3,0,0,0,True
C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(F)(F)F,bitopertin,1,False,0.9564,543.46,3.935,79.81,0,6,5,3,1,True
C[C@@H](O)COC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8COC[C@@H](C)O)O[C@@H]7COC[C@@H](C)O)O[C@@H]6COC[C@@H](C)O)O[C@@H]5COC[C@@H](C)O)O[C@@H]4COC[C@@H](C)O)O[C@@H]3COC[C@@H](C)O,hydroxypropyl-beta-cyclodextrin,1,False,0.9543,1541.55,-12.395,618.66,21,42,28,21,3,False
c1cc[n+]2c(c1)[S][Zn]1([O]2)[O][n+]2ccccc2[S]1,pyrithione-zinc,1,False,0.953,317.71,0.844,26.22,0,4,0,4,0,True
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)c2c(c1O)CCCC2,naphthoquine-phosphate,1,False,0.9527,409.96,6.104,57.18,3,4,4,4,1,True
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,fluocinonide,1,False,0.9525,494.53,2.938,99.13,1,7,3,5,0,True
C[C@@H]1O[C@H](O)[C@@H](F)[C@H](O)[C@@H]1O,2-fluorofucose,1,False,0.9523,166.15,-1.217,69.92,3,4,0,1,0,True
Cc1nc(C)c(C)nc1C,chuanxiongzine,1,False,0.952,136.2,1.71,25.78,0,2,0,1,0,True
CCNC(=O)C#Cc1ccc2c(c1)NC(=O)/C2=C(/Nc1ccc(CN(C)C)cc1)c1ccccc1,BI-847325,1,False,0.9511,464.57,4.168,73.47,3,4,6,4,0,True
O=[N+]([O-])C(Br)(CO)CO,bronopol,1,False,0.9509,199.99,-0.661,83.6,2,4,3,0,0,True
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,tropisetron,1,False,0.9504,284.36,2.95,45.33,1,3,2,4,0,True
C[C@@]12N[C@@H](Cc3ccccc31)c1ccccc12,dizocilpine-(-),1,False,0.9501,221.3,3.151,12.03,1,1,0,4,0,True
FC(F)(F)[C@@H](Cl)Br,halothane,1,False,0.9485,197.38,2.508,0.0,0,0,0,0,0,True
Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)OC(=S)N2,tanaproget,1,False,0.9485,297.38,3.526,49.98,1,3,1,3,0,True
CN1C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,verubecestat,1,False,0.9484,409.42,1.417,117.75,2,6,3,3,0,True
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,nimesulide,1,False,0.9481,308.31,2.759,98.54,1,5,5,2,0,True
Cc1ccc(-c2nc(N)nc3c2nnn3Cc2cccc(CO[C@H]3CCOC3)n2)o1,CPI-444,1,False,0.9476,407.43,2.121,127.0,1,9,6,5,0,True
CC(C)[O][In]([O]C(C)C)[O]C(C)C,indium-tri(2-propanolate),1,False,0.9467,292.08,2.246,27.69,0,3,6,0,0,True
N[C@H]1CCN(O)C1=O,HA-966-(S)-(-),1,False,0.9465,116.12,-1.065,66.56,2,3,0,1,0,True
CCCCC[C@@H](C)N,tuaminoheptane,1,False,0.9465,115.22,1.914,26.02,1,1,4,0,0,True
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,riboflavin-5-phosphate-sodium,1,False,0.9453,456.35,-1.607,208.09,6,9,7,3,1,True
COc1ccccc1[C@H](Cn1c(=O)n(C(C)(C)C(=O)O)c(=O)c2c(C)c(-c3ncco3)sc21)OC1CCOCC1,firsocostat,1,False,0.9447,569.64,3.953,135.02,1,9,9,5,1,True
CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,triciribine,1,False,0.9439,320.31,-1.887,142.25,4,9,2,4,0,True
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,triamcinolone,1,False,0.9433,394.44,0.62,115.06,4,6,2,4,0,True
O=C(c1ccc(Cl)o1)N1C[C@H]2CNC[C@@H]2C1,AZD1446,1,False,0.9431,240.69,1.224,45.48,1,3,1,3,0,True
BrC1C(Br)C(Br)C(Br)C(Br)C1Br,"1,2,3,4,5,6-hexabromocyclohexane",1,False,0.9427,557.54,4.581,0.0,0,0,0,1,1,True
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ammonium-perfluorocaprylate,1,False,0.9426,414.06,4.445,37.3,1,1,6,0,0,True
CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(NC(=O)C(C)(C)CO)cc3)cccc12,tomeglovir,1,False,0.9426,441.55,3.664,98.74,3,5,7,3,0,True
CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,ixazomib,1,False,0.9423,361.03,1.266,98.66,4,4,7,1,0,True
CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(Cc1cc(C(=O)O)cs1)C[C@H]2c1ccc(C#N)cc1,BMS-587101,1,False,0.9419,555.44,5.062,104.95,1,6,5,5,2,False
O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)N1CC(F)(F)C1,KPT-276,1,False,0.9416,426.27,3.931,51.02,0,3,3,3,0,True
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,fostamatinib,1,False,0.9415,580.47,3.095,186.72,4,12,10,4,2,False
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1OCC#CC#CCO[C@@H]1Cc2ccccc2[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)NC)C1CCCCC1)C1CCCCC1,AZD5582,1,False,0.9415,1015.31,3.919,199.54,6,10,18,8,2,False
CN[C@H]1CCc2ncsc2C1,etrabamine,1,False,0.9415,168.26,1.22,24.92,1,3,1,2,0,True
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,rifapentine,1,False,0.9406,877.05,5.648,220.15,6,15,5,7,4,False
C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,dizocilpine-(+),1,False,0.9401,221.3,3.151,12.03,1,1,0,4,0,True
Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,guanosine,1,False,0.9399,283.24,-2.687,159.51,5,8,2,3,0,True
N[C@@H](C[S@](=O)O)C(=O)O,L-cysteinesulfinic-acid,1,False,0.9396,153.16,-1.38,100.62,3,3,3,0,0,True
C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,vorasidenib,1,False,0.9395,414.74,4.312,75.62,2,6,5,2,0,True
CC(=O)Oc1ccccc1C(=O)O,aspirin,1,False,0.9388,180.16,1.31,63.6,1,3,2,1,0,True
Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,XL388,1,False,0.9381,455.51,3.217,102.59,1,6,3,4,0,True
C[C@@H](C(=O)OCCCCO[N+](=O)[O-])c1ccc(-c2ccccc2)c(F)c1,nitroflurbiprofen,1,False,0.938,361.37,4.128,78.67,0,5,9,2,0,True
CSC[C@H](N)C(=O)O,S-methylcysteine,1,False,0.9378,135.19,-0.239,63.32,2,3,3,0,0,True
CCCN(CCC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccccc1,proglumide,1,False,0.9374,334.42,2.298,86.71,2,3,10,1,0,True
Cc1nc(C(=O)N2CCCC[C@H]2CNC(=O)c2cccc3occc23)c(-c2ccc(F)cc2)s1,SB-649868,1,False,0.9368,477.56,5.429,75.44,1,5,5,5,1,True
O=C(O)Cn1nnnc1-c1ccsc1,WP921,1,False,0.9361,210.22,0.486,80.9,1,5,3,2,0,True
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,"4,4'-DDT",1,False,0.9361,354.49,6.496,0.0,0,0,2,2,1,True
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,estramustine-phosphate,1,False,0.9359,520.39,5.299,96.3,2,4,7,4,2,False
CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1,proguanil,1,True,0.9354,253.74,1.999,86.29,4,1,2,1,0,True
[NH2][Pt]1([NH2])[O]C=C(O)[O]1,nedaplatin,1,False,0.9353,301.16,-0.879,90.73,3,5,0,1,0,True
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,orlistat,1,False,0.935,495.75,6.882,81.7,1,5,23,1,1,True
NCC(=O)CCC(=O)O,5-aminolevulinic-acid,1,False,0.935,131.13,-0.621,80.39,2,3,4,0,0,True
CC(=O)O[C@@H](C)OC(=O)[C@H](C)c1ccc(-c2ccccc2)c(F)c1,flurbiprofen-axetil,1,False,0.9347,330.36,4.049,52.6,0,4,5,2,0,True
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@@H]1F,lodenosine,1,False,0.9335,253.24,0.026,99.08,2,6,2,3,0,True
Cc1cc(C)cc(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)N3C)c1,"tropanyl-3,5-dimethylbenzoate",1,False,0.9334,273.38,3.085,29.54,0,3,2,3,0,True
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,everolimus,1,False,0.9332,958.24,6.197,204.66,3,14,9,4,3,False
Cc1ccc([C@@]23CNC[C@@H]2C3)cc1,bicifadine,1,False,0.9327,173.26,1.856,12.03,1,1,1,3,0,True
Cc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N(C)C)nc3)c3cc(C)oc3c2)cn1,PF-04937319,1,False,0.9315,432.44,3.376,123.34,1,8,5,4,0,True
CC(=O)Oc1c(C)cccc1C(=O)O,cresopirine,1,False,0.9308,194.19,1.619,63.6,1,3,2,1,0,True
CCCc1ncc(C[n+]2ccccc2C)c(N)n1,amprolium,1,False,0.9297,243.33,1.656,55.68,1,3,4,2,0,True
CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)(O)O[C@H]2[C@H]1OC(=O)CCC,bucladesine,1,False,0.929,469.39,1.69,163.99,2,10,7,4,0,True
NC12CC3CC(CC(C3)C1)C2,amantadine,1,False,0.9288,151.25,1.914,26.02,1,1,0,4,0,True
CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,cangrelor,1,False,0.9281,776.37,2.851,255.91,7,14,15,3,3,False
CC(C)(C)CC(=O)Nc1c(F)cc(C(=O)/N=c2\sccn2COP(=O)(O)O)cc1F,Lu-AA-47070,1,False,0.9276,463.4,3.01,130.22,3,5,6,2,0,True
CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1,cevipabulin,1,False,0.9261,464.83,4.074,76.37,2,6,8,3,0,True
C[C@@H](C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)N2C)c1ccc(Br)cc1,PG-9,1,False,0.9241,352.27,3.721,29.54,0,3,3,3,0,True
CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1)CCOP(=O)(O)O,barasertib,1,False,0.9222,587.55,3.617,174.82,5,9,15,4,1,True
O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1,"CP-105,696",1,False,0.9216,428.53,5.535,66.76,2,3,5,5,1,True
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O,delanzomib,1,False,0.9203,413.28,0.771,131.78,5,6,9,2,0,True
COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(OP(=O)(O)O)c2)c(OC)c1,briciclib,1,False,0.9194,474.42,2.778,137.82,2,8,10,2,0,True
Cc1cc([C@H](C)Nc2nccc(N3C(=O)OC[C@@H]3[C@H](C)F)n2)ncc1-c1ccnc(C(F)(F)F)c1,IDH-305,1,False,0.9187,490.46,5.117,93.13,1,7,6,4,1,True
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,betamethasone-phosphate,1,False,0.9182,472.45,2.013,141.36,4,6,4,4,0,True
COc1ccc2c3c1O[C@H]1C[C@@H](OC(=O)c4ccccc4)C=C[C@@]31CCN(C)C2,Gln-1062,1,False,0.9174,391.47,3.715,48.0,0,5,3,5,0,True
CC(C)(O)CC(=O)O,beta-hydroxy-beta-methylbutyrate,1,False,0.9168,118.13,0.232,57.53,2,2,2,0,0,True
CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,carmofur,1,False,0.9156,257.26,0.814,83.96,2,3,5,1,0,True
O[C@H]1[C@H](O)[C@@H](O)CN2CC[C@H](O)[C@H]12,castanospermine,1,False,0.9153,189.21,-2.482,84.16,4,5,0,2,0,True
N=C(N)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,GNTI,1,False,0.9151,471.56,2.878,130.62,6,5,3,8,1,True
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,remimazolam,1,False,0.9146,439.31,4.184,69.37,0,5,4,4,0,True
Cc1ncc([N+](=O)[O-])n1C[C@@H](CN1CCOCC1)OP(=O)(O)O,dextrorotation-nimorazole-phosphate-ester,1,False,0.9143,350.27,-0.09,140.19,2,7,7,2,0,True
FC(F)OC(F)(F)[C@@H](F)Cl,enflurane,1,False,0.914,184.49,2.353,9.23,0,1,3,0,0,True
CC[C@@H](C)Nc1cc(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O,XL888,1,False,0.914,503.65,4.222,117.42,3,6,9,5,1,True
CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,fosfestrol,1,False,0.9127,428.31,4.36,133.52,4,4,8,2,0,True
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,clindamycin-phosphate,1,False,0.9126,504.97,0.506,148.79,5,8,9,2,1,True
C[C@H]1O[C@]2(CS1)CN1CCC2CC1,cevimeline,1,False,0.9125,199.32,1.56,12.47,0,3,0,4,0,True
CSC(=N)C(C#N)C(C#N)C(=N)SC,U-0124,1,False,0.9121,226.33,1.946,95.28,2,6,3,0,0,True
N=C(N)NCCSSCCNC(=N)N,guanidinoethyldisulfide-bicarbonate,1,False,0.9119,236.37,-0.666,123.8,6,4,7,0,1,True
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,chlorpyrifos,1,False,0.9104,350.59,4.718,40.58,0,5,6,1,0,True
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,ioxaglic-acid,1,False,0.9103,1268.88,3.445,194.24,6,7,10,2,2,False
O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,sophocarpine,1,False,0.9084,246.35,1.648,23.55,0,2,0,4,0,True
O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,SR-1078,1,False,0.9076,431.25,5.27,49.33,2,2,3,2,1,True
CS(=O)(=O)CCCn1c(Cn2c(=O)n(CC(F)(F)F)c3ccncc32)cc2cc(Cl)ccc21,JNJ-678,1,False,0.907,500.93,3.851,78.89,0,4,7,4,1,True
COc1ccc(OC)c([C@H]2c3c(-c4ccc5ccccc5c4)n[nH]c3OC(=N)C2C#N)c1,RBC8,1,False,0.9063,424.46,4.888,104.01,2,6,4,5,0,True
CC[C@H]1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,quinethazone,1,False,0.906,289.74,0.879,101.29,3,4,2,2,0,True
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O,cordycepin,1,False,0.9057,251.25,-0.951,119.31,3,7,2,3,0,True
O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,isosorbide,1,False,0.9047,146.14,-1.494,58.92,2,4,0,2,0,True
Cc1[nH]c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)c(C)c1CCC(=O)O,SU16f,1,False,0.9032,386.45,4.808,82.19,3,2,5,4,0,True
C[C@@H](C(=O)O)c1ccc2c(c1)Cc1ccccc1-2,cicloprofen,1,False,0.9008,238.29,3.446,37.3,1,1,2,3,0,True
NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl,azosemide,1,False,0.9,370.85,1.841,126.65,3,7,5,3,0,True
C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,repotrectinib,1,False,0.9,355.37,2.552,80.55,2,5,0,4,0,True
O[C@H]([C@H](O)[C@@H]1CO1)[C@H]1CO1,dianhydrogalactitol,1,False,0.8996,146.14,-1.494,65.52,2,4,3,2,0,True
CN(C)CC[C@@]1(c2ccc(Cl)cc2)Cc2ccccc2C(=O)O1,AC-7954-(+/-),1,False,0.8981,329.83,3.9,29.54,0,3,4,3,0,True
CN(CCOP(=O)(O)O)C(=N)N,creatinol-phosphate,1,False,0.8968,197.13,-1.079,119.87,4,3,4,0,0,True
[O]=[V]([OH])([OH])[OH],sodium-orthovanadate,1,False,0.8933,117.96,-1.792,77.76,3,1,0,0,0,True
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,asciminib,1,False,0.8928,449.85,3.463,103.37,3,6,6,4,0,True
O=C(Nc1cc(C(F)(F)F)ccc1O)Nc1cc(C(F)(F)F)ccc1O,NS-1643,1,False,0.8926,380.24,4.779,81.59,4,3,2,2,0,True
Cc1nn(C)c2c1[C@@H](c1ccc(C(F)(F)F)cc1)C(C#N)C(=N)O2,BQU57,1,False,0.8914,334.3,3.389,74.69,1,4,1,3,0,True
O=c1c2c(c1=O)N(CCP(=O)(O)O)CCCN2,perzinfotel,1,False,0.8911,260.19,-0.918,106.94,3,5,3,2,0,True
CCc1ccc(C2=CC(C)(C)Sc3ccc(C#Cc4ccc(C(=O)O)cc4)cc32)cc1,AGN-194310,1,False,0.8907,424.57,6.663,37.3,1,2,3,4,1,True
Nc1nccc(Oc2ccc(NC(=O)c3cn(COP(=O)(O)O)cc(-c4ccc(F)cc4)c3=O)cc2F)c1Cl,BMS-817378,1,False,0.8906,578.85,4.536,166.0,4,7,8,4,1,True
CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,INC-280,1,False,0.8902,412.43,3.429,85.07,1,5,4,5,0,True
COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O,fostemsavir,1,False,0.8892,583.5,1.168,182.21,2,9,8,5,1,True
C[C@H](Nc1ncnc2nc[nH]c12)c1cc2ccc(F)cc2nc1-c1ccccn1,AMG-319,1,False,0.8861,385.41,4.275,92.27,2,6,4,5,0,True
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S@@](=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,fulvestrant,1,False,0.8836,606.78,8.683,57.53,2,3,14,4,2,False
COC(=O)/C=C/C(=O)O,monomethyl-fumarate,1,False,0.8817,130.1,-0.2,63.6,1,3,2,0,0,True
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5nc([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c5c4)ccc2-3)c[nH]1)C(C)C,ledipasvir,1,False,0.8814,889.02,8.607,174.64,4,8,10,10,2,False
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,vinpocetine,1,False,0.8809,350.46,4.148,34.47,0,3,3,5,0,True
C[C@@H]1COCCN1c1cc(-c2ccnn2C)c2ccnc(-c3ccn[nH]3)c2n1,BAY-1895344,1,False,0.8807,375.44,2.646,84.75,1,6,3,5,0,True
C[C@@](N)(C(=O)O)c1ccc(-c2nn[nH]n2)cc1,MTPG,1,False,0.8803,233.23,0.125,117.78,3,5,3,2,0,True
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1,itacitinib,1,False,0.8787,553.52,3.604,119.62,1,7,5,6,1,True
CN1[C@@H](CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,methyclothiazide,1,False,0.8771,360.24,0.598,109.57,2,5,2,2,0,True
O=C(O)[C@H]1CN(C/C=C/P(=O)(O)O)CCN1,midafotel,1,False,0.8769,250.19,-0.964,110.1,4,4,4,1,0,True
CN(C)[C@@H]1C(=O)[C@@H](C(N)=O)C(=O)[C@@]2(O)C(=O)[C@@H]3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12,eravacycline,1,True,0.8769,558.56,-0.96,187.41,4,10,5,5,1,True
N#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,toyocamycin,1,False,0.8756,291.27,-1.503,150.44,4,8,2,3,0,True
C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)/C=C/C(=O)O1,brefeldin-A,1,False,0.8745,280.36,1.962,66.76,2,4,0,2,0,True
CN(C)[C@@H]1C(=O)[C@@H](C(N)=O)C(=O)[C@@]2(O)C(=O)[C@H]3C(=O)c4c(O)cccc4C[C@H]3C[C@@H]12,sancycline,1,False,0.8742,414.41,-1.133,155.07,3,8,2,4,0,True
O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(-c3ccc4occc4c3)cc2)C1,GSK2194069,1,False,0.8735,428.49,3.775,84.13,1,4,5,6,0,True
CC(C)OCCn1c(=S)[nH]c(=O)c2[nH]ccc21,verdiperstat,1,False,0.8732,253.33,1.812,62.81,2,3,4,2,0,True
CC(C)(C)c1cc(C(C)(C)C)c2c(c1)[C@](O)(C(F)(F)F)C(=O)O2,rac-BHFF,1,False,0.8732,330.35,3.951,46.53,1,3,0,2,0,True
FC(F)(F)COCC(F)(F)F,flurothyl,1,False,0.8723,182.06,2.128,9.23,0,1,2,0,0,True
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S@@](C)=O)cc1,sulindac,1,False,0.8721,356.42,4.366,54.37,1,2,4,3,0,True
C[C@@]1(O)CCC[C@H]1n1c(=O)c(C(F)F)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,PF-06873600,1,False,0.8716,471.53,2.041,117.42,2,7,5,4,0,True
O=C(NCc1ccccn1)Nc1nnc(-c2ccco2)o1,NK-252,1,False,0.8714,285.26,2.046,106.08,2,6,4,3,0,True
C1CCN2C[C@@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]2C1,sparteine-sulfate,1,False,0.8713,234.39,2.345,6.48,0,2,0,4,0,True
C[C@@H](Nc1ncnc2nc[nH]c12)c1cc2ccc(F)cc2nc1-c1ccccn1,AMG319,1,False,0.8701,385.41,4.275,92.27,2,6,4,5,0,True
NS(=O)(=O)c1ccc(N2CCN(CC[C@@H]3OCCc4ccccc43)CC2)cc1,sonepiprazole,1,False,0.8697,401.53,2.16,75.87,1,5,5,4,0,True
COP(=O)(OC)OC=C(Cl)Cl,dichlorvos,1,False,0.8689,220.98,2.68,44.76,0,4,4,0,0,True
C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,hydrocortisone-phosphate,1,False,0.8689,442.45,1.899,141.36,4,6,4,4,0,True
NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,chlorthalidone,1,False,0.8661,338.77,0.924,109.49,3,4,2,3,0,True
