smiles,name,moa,clinical_phase,rf_p_path,rf_p_gut,rf_S,rf_rank,dmpnn_p_path,dmpnn_p_gut,dmpnn_S,dmpnn_rank,chemeleon_frozen_p_path,chemeleon_frozen_p_gut,chemeleon_frozen_S,chemeleon_frozen_rank,molformer_p_path,molformer_p_gut,molformer_S,molformer_rank,dmpnn_rdkit_p_path,dmpnn_rdkit_p_gut,dmpnn_rdkit_S,dmpnn_rdkit_rank,MW,LogP,TPSA,n_rings,n_aromatic_rings,n_rotatable,n_HBA,n_HBD,formal_charge,n_heavy_atoms,fraction_sp3,n_heteroatoms,has_phosphate,has_sulfate
CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,ibutamoren,growth hormone secretagogue receptor agonist,Phase 2,0.254005050254567,0.2036483798281831,0.2022773333020482,1875,0.000201,0.004013,0.0002,5166,0.019436,0.039684,0.018665,5549,0.10963394,0.01306605,0.108201457458263,1373,0.05654467156,0.11897755432,0.0498171248279635,5222,528.6750000000004,1.7653000000000019,122.03999999999999,4,2,8,6,2,0,37,0.48148148148148145,10,0,0
CN1CCN2c3ncccc3Cc3ccccc3[C@@H]2C1,mirtazapine,adrenergic receptor antagonist|serotonin receptor antagonist,Launched,0.2311123038206787,0.1247788853376686,0.2022743681621138,1876,0.000511,0.015072,0.000504,4621,0.002062,0.007288,0.002047,6511,0.033095192,0.0022794628,0.0330197527409771,2210,0.005699580034,0.0287015997599999,0.005535992969064,6638,265.36,2.4789000000000003,19.37,4,2,0,3,0,0,20,0.35294117647058826,3,0,0
CC[C@H](NC(=O)c1c(NS(C)(=O)=O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,pavinetant,neurokinin receptor antagonist,Phase 2,0.2505947518415478,0.192926735094805,0.2022483245368651,1877,0.000614,0.009783,0.000608,4479,0.118176,0.04359,0.113024,2670,0.03487954,0.010150409,0.0345254984032681,2178,0.0245451534,0.1040658172,0.0219908419531296,6205,459.5710000000001,5.154400000000004,88.16000000000001,4,4,7,4,2,0,33,0.15384615384615385,7,0,0
COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5C[C@@H](C)O[C@@H](C)C5)cc4)[nH]nc3c1)C(=O)N2,CFI-400945,serine/threonine kinase inhibitor,Phase 2,0.2862559221958404,0.2936248462448056,0.2022040710544217,1878,0.955933,0.031045,0.926256,147,0.259794,0.118731,0.228948,1206,0.8794478,0.13529481,0.760463076994082,224,0.2178294,0.1901617609999999,0.1764065776984266,1963,534.6600000000003,5.728500000000006,79.48,7,4,6,5,2,0,40,0.3333333333333333,7,0,0
Cc1n[nH]cc1-c1cc2[nH]c([C@H]3CC4CCN3CC4)nc(=O)c2s1,simurosertib,kinase inhibitor,Preclinical,0.2461487770105742,0.1790655893708738,0.2020720011822559,1879,8.1e-05,0.011085,8e-05,5606,0.487816,0.096104,0.440935,380,0.04322446,0.006469902,0.042944801979797,2006,0.553742972,0.03393191952,0.5349534100393304,46,341.44,2.839920000000001,77.67,6,3,2,5,2,0,24,0.47058823529411764,7,0,0
CC(=O)N1C[C@H](O)C[C@H]1C(=O)O,oxaceprol,anti-inflammatory agent,Preclinical,0.2287573917886173,0.116664033350445,0.2020696318038292,1880,8.2e-05,0.01066,8.1e-05,5599,0.025208,0.055774,0.023802,5299,0.009510354,0.01573725,0.0093606871815135,3222,0.0754612449399999,0.008620504332,0.0748107309510966,4302,173.16799999999998,-0.9473,77.84,1,0,1,3,2,0,12,0.7142857142857143,5,0,0
NCCc1c[nH]c2ccc(O)cc12,serotonin,growth factor receptor activator,Launched,0.2567846293072073,0.2131005837167579,0.2020636749123501,1881,0.249967,0.01579,0.24602,848,0.078062,0.17516,0.064389,3771,0.00017108666,0.0004429116,0.0001710108837336,6018,0.0604655176,0.04576790596,0.0576981374766604,4910,176.21899999999997,1.3747,62.040000000000006,2,2,2,2,3,0,13,0.2,3,0,0
CCN(CC)C(=O)Nc1ccc(OC[C@@H](O)CNC(C)(C)C)c(C(C)=O)c1,celiprolol,adrenergic receptor antagonist,Launched,0.2238220729322309,0.0974140209184395,0.202018664837602,1882,0.000479,0.008348,0.000475,4666,0.032471,0.004121,0.032337,4922,0.00021362769,0.002769207,0.0002130361107054,5922,0.0290650029699999,0.0251884985046,0.0283328991861539,6002,379.5010000000002,2.8907000000000007,90.9,1,1,9,5,3,0,27,0.6,7,0,0
CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,cobicistat,cytochrome P450 inhibitor,Launched,0.2656232752378695,0.2395572430384499,0.2019912957350421,1883,0.003524,0.01356,0.003476,3270,0.111742,0.34921,0.07272,3541,0.0030354864,0.013909317,0.0029932648574132,4166,0.0518466192,0.23953015754,0.0394277903351076,5591,776.0420000000001,6.000700000000006,138.02,5,4,19,10,3,0,54,0.475,14,0,0
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,bardoxolone,nuclear factor erythroid derived|like (NRF2) activator,Phase 1,0.2496570382660064,0.1911117773304922,0.2019446379599232,1884,0.000286,0.000949,0.000286,4971,0.013874,0.004027,0.013818,5802,0.04407553,0.063683316,0.0412686540951425,2034,0.170331915,0.0563602760999999,0.1607319612419582,2261,491.67200000000037,6.2905800000000065,95.22999999999999,5,0,1,4,1,0,36,0.7419354838709677,5,0,0
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,defactinib,focal adhesion kinase inhibitor,Phase 2,0.2503929160442505,0.1935473726922622,0.2019300250031316,1885,0.168541,0.006211,0.167494,1018,0.031238,0.01512,0.030765,4992,0.013646184,0.012307619,0.0134782319665241,2931,0.117127404,0.1638059601599999,0.0979412371267317,3636,510.5020000000002,2.3965000000000005,142.09999999999997,3,3,8,9,3,0,35,0.25,15,0,0
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose,,Preclinical,0.268364848238591,0.2475570448377372,0.2019292394703176,1886,0.00616,0.004137,0.006134,2896,0.082255,0.000239,0.082236,3292,0.0053269328,0.95337343,0.0002483766050844,5833,0.1902298939999999,0.1375373671999999,0.1640661752165049,2191,342.297,-5.397199999999993,189.52999999999997,2,0,4,11,8,0,23,1.0,11,0,0
OC[C@H]1O[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-galactosyllactose,,Preclinical,0.268364848238591,0.2475570448377372,0.2019292394703176,1887,0.001502,0.003704,0.001496,3875,0.088357,0.000337,0.088327,3138,0.0047828127,0.8536701,0.0006998685041097,5217,0.275569062,0.334547316,0.1833781719352624,1873,504.4380000000002,-7.572999999999988,268.67999999999995,3,0,7,16,11,0,34,1.0,16,0,0
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,dolutegravir,HIV integrase inhibitor,Launched,0.4700711133369593,0.5704469572003557,0.2019204770661073,1888,0.976683,0.995022,0.004862,3055,0.357891,0.917916,0.029377,5048,0.025539616,0.924474,0.0019289050380159,4502,0.330659816,0.65399396,0.1144102935212886,3228,419.3840000000002,1.3528,100.86999999999999,4,2,3,5,2,0,30,0.35,10,0,0
CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1,GSK1292263,glucose dependent insulinotropic receptor agonist,Phase 2,0.2604429597010541,0.2249914958325559,0.2018455086188558,1889,0.001466,0.005853,0.001457,3891,0.077744,0.024136,0.075867,3450,0.0055279774,0.0047557075,0.0055016879564189,3672,0.359644268,0.2539524876,0.2683117114903189,855,456.5680000000002,3.9539000000000026,98.42,4,3,7,8,0,0,32,0.43478260869565216,9,0,0
CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,lanatoside-C,cardiac glycoside,Preclinical,0.2670734684112387,0.2443379913057071,0.2018172736085884,1890,0.000468,0.123719,0.00041,4748,0.131111,0.013014,0.129405,2390,0.01893473,0.001892696,0.0188988923122679,2650,0.466384906,0.4343166479999999,0.2638261769482849,888,985.1270000000004,0.6131000000000075,288.28,9,0,11,20,8,0,69,0.9183673469387755,20,0,0
CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2CC[C@H](O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,SAR405838,MDM inhibitor,Phase 1,0.3218883184340994,0.3730351087554119,0.2018126745599384,1891,0.009704,0.914452,0.00083,4287,0.071637,0.496152,0.036094,4764,0.92169064,0.27922872,0.6643281423568193,302,0.410918574,0.3884427359999999,0.2513002388422215,1006,562.5130000000001,5.302500000000004,90.46000000000001,5,2,4,4,4,0,38,0.5172413793103449,9,0,0
CC(C)(C)NC[C@@H](O)COc1cccc2[nH]c(C#N)cc12,cyanopindolol,adrenergic receptor antagonist,Phase 2,0.2315471310861117,0.1285590200239441,0.2017796588243255,1892,0.00369,0.003765,0.003677,3236,0.030674,0.011227,0.03033,5010,0.0002884444,0.0010182869,0.0002881506808461,5752,0.10456705252,0.0028801926659999,0.1042658792622266,3477,287.363,2.1673800000000005,81.07,2,2,5,4,3,0,21,0.4375,5,0,0
C[N+](C)(C)CCO,choline,acetylcholine precursor,Phase 3,0.2154551973500825,0.0635802785370112,0.2017564958903176,1893,3e-06,0.005746,3e-06,6473,1e-06,0.000555,1e-06,6734,0.5931808,0.00039357296,0.5929473400767288,373,0.0915564946,0.005984241066,0.0910085984651556,3809,104.17299999999999,-0.3150999999999999,20.23,0,0,2,1,1,1,7,1.0,2,0,0
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)O,IMREG-1,,Phase 3,0.2578375222124505,0.217570764780467,0.2017396153155869,1894,0.000342,0.006781,0.00034,4870,0.070245,0.002225,0.070088,3607,0.018427428,0.0012632639,0.0184041492954377,2681,0.212034067,0.18085784966,0.1736860415877156,2014,295.295,-1.420999999999999,141.74999999999997,1,1,7,5,5,0,21,0.3076923076923077,8,0,0
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,tolmetin,cyclooxygenase inhibitor,Launched,0.2372489646955247,0.1498663662969356,0.2016933244488964,1895,0.000584,0.027267,0.000568,4526,0.133966,0.073084,0.124176,2467,0.008238408,0.002148561,0.0082207072778691,3319,0.0678014688,0.028664881288,0.0658579477456959,4609,257.289,2.1916200000000003,59.300000000000004,2,2,4,2,1,0,19,0.2,4,0,0
N#C[C@@H]1CCCN1C(=O)CN[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,vildagliptin,dipeptidyl peptidase inhibitor,Launched,0.2590158881605331,0.2213337426864066,0.2016869322187186,1896,0.000121,0.007612,0.00012,5419,0.972142,0.004617,0.967654,7,0.003164094,0.001804607,0.0031583840538189,4127,0.1060117,0.0118393334999999,0.104756592128798,3459,303.4060000000001,1.1742799999999989,76.36,5,0,3,4,2,0,22,0.8823529411764706,5,0,0
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,melperone,dopamine receptor antagonist|serotonin receptor antagonist,Launched,0.2239659629202667,0.0996428912389558,0.2016493468357745,1897,0.001296,0.006066,0.001288,3964,0.136729,0.015501,0.134609,2299,2.8057384e-05,0.0008619853,2.8033198947435543e-05,6546,0.004812389372,0.005178040068,0.0047874706270089,6656,263.356,3.520500000000003,20.310000000000002,2,1,5,2,0,0,19,0.5625,3,0,0
O=C(Nc1cnccc1Cl)N1CCN(Cc2ccc3c(c2)OC(F)(F)O3)CC1,JNJ-42165279,FAAH inhibitor,Phase 2,0.2778916556671129,0.2744473255524787,0.2016250339759234,1898,0.02961,0.004827,0.029467,1940,0.155538,0.20641,0.123434,2479,0.004453195,0.046678912,0.0042453247024761,3887,0.0414189706,0.284249652,0.0296456426207517,5950,410.8080000000001,3.406200000000002,66.93,4,2,3,5,1,0,28,0.3333333333333333,10,0,0
CC[C@H](NC(=O)[C@H](CS(=O)(=O)CC1CC1)N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)C(=O)NC1CC1,VBY-825,cathepsin inhibitor,Preclinical,0.3218944925442285,0.373637510702904,0.2016226356410285,1899,7.7e-05,0.227038,6e-05,5747,0.428781,0.494306,0.216832,1303,0.20438488,0.11280543,0.1813291557261016,1062,0.211032274,0.269629196,0.1541318116313282,2376,535.56,1.9545999999999992,121.44,3,1,13,6,3,0,36,0.6086956521739131,13,0,1
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)c1ccc(CO[N+](=O)[O-])cc1,NCX-1015,interleukin sythesis stimulator,Preclinical,0.2569535915598827,0.2153628426805324,0.2016153356445739,1900,0.002806,0.002868,0.002798,3428,0.049385,0.019899,0.048402,4243,0.0013203355,0.00132024,0.0013185923402594,4784,0.377383718,0.1505149372,0.3205818313849275,489,539.5810000000005,3.130600000000002,153.27,5,1,7,9,2,0,39,0.5517241379310345,10,0,0
C[N+](C)(C)[C@@H](Cc1c[nH]c(=S)[nH]1)C(=O)O,L-ergothioneine,free radical scavenger,Phase 3,0.2536227601394232,0.2050769754151344,0.2016105715935921,1901,2.5e-05,0.008896,2.5e-05,6067,0.003039,0.121675,0.002669,6457,0.040729087,0.017723387,0.0400072296289423,2062,0.1480904724,0.02434704318,0.1444849072739306,2545,230.313,0.7741899999999997,68.88,1,1,4,2,3,1,15,0.5555555555555556,6,0,0
O=C(O)c1ccc2cc(-c3ccc(O)c(C45CC6CC(CC(C6)C4)C5)c3)ccc2c1,CD-437,retinoid receptor agonist,Preclinical,0.2566038610442512,0.2145352523697641,0.2015532869560669,1902,0.853177,0.055382,0.805926,270,0.169305,0.055398,0.159926,1948,0.025201073,0.0035317105,0.0251120701058746,2422,0.2854322039999999,0.5269520059999999,0.1350231315251988,2739,398.5020000000002,6.378400000000005,57.53,7,3,3,2,2,0,30,0.37037037037037035,3,0,0
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,travoprost,prostanoid receptor agonist,Launched,0.2650265273806354,0.2396024896817903,0.201525511588516,1903,0.003207,0.003809,0.003195,3335,0.261765,0.021214,0.256212,1038,0.01851664,0.006345367,0.0183991451235931,2682,0.259200236,0.161921949,0.21723002860562,1386,500.5540000000002,4.427400000000005,96.22000000000001,2,1,12,6,3,0,35,0.5769230769230769,9,0,0
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,emetine,protein synthesis inhibitor,Phase 2,0.243813766749105,0.1739138581238771,0.201411173910053,1904,7.7e-05,0.019771,7.5e-05,5653,0.032948,0.092142,0.029912,5027,0.019385032,0.0063907728,0.0192611466647672,2634,0.0458534051999999,0.2363189349999999,0.0350173773170125,5756,480.64900000000034,4.943400000000005,52.19000000000001,5,2,7,6,1,0,35,0.5862068965517241,6,0,0
CNCC(=O)O,sarcosine,glycine transporter inhibitor,Phase 2,0.2102272733402791,0.0420107795758363,0.2013954616991515,1905,0.002648,0.004465,0.002636,3465,0.149476,1e-06,0.149476,2074,0.086739354,0.00035100983,0.0867089076340981,1525,0.130541944,0.006715472012,0.1296652932286759,2859,89.09399999999998,-0.7096000000000002,49.33,0,0,2,2,2,0,6,0.6666666666666666,3,0,0
NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O,pasireotide,somatostatin receptor agonist,Launched,0.3043734208821874,0.3383408643726364,0.2013914545688518,1906,0.000365,0.775581,8.2e-05,5598,0.119343,0.039903,0.114581,2644,0.02841574,0.005071108,0.02827164071356,2320,0.127028284,0.117955471174,0.1120446029083553,3290,1047.2269999999996,3.3685000000000116,281.19999999999993,8,6,17,11,9,0,77,0.3275862068965517,19,0,0
Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1cnn(-c2ncccc2C(F)(F)F)c1C,BMS-626531,p38 MAPK inhibitor,Phase 1,0.2692020021130224,0.2519164642189729,0.2013855855800413,1907,0.00097,0.024595,0.000946,4194,0.632219,0.263085,0.465892,326,0.037063498,0.019390784,0.0363448077159975,2145,0.559982472,0.2577891686,0.4156250561125472,176,443.4290000000001,4.047440000000003,88.91000000000001,4,3,5,4,2,0,32,0.2727272727272727,10,0,0
CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C,antimycin-A,ATP synthase inhibitor,Preclinical,0.3332150535457143,0.3956493136905079,0.2013787462990066,1908,0.931258,0.14842,0.79304,283,0.295856,0.101809,0.265736,974,0.030783629,0.0033782783,0.030679633334154,2270,0.1688564739999999,0.7106191019999999,0.0488638380792336,5258,548.6330000000003,3.480400000000002,157.32999999999998,2,1,12,9,3,0,39,0.6071428571428571,11,0,0
Cc1nc(-c2nc(-c3ccc(OC(F)(F)F)cc3)no2)nn1Cc1cccc(N2CCC(S(C)(=O)=O)CC2)c1,IACS-10759,mitochondrial complex I inhibitor,Preclinical,0.2670329388385276,0.2460097888187886,0.2013402219472009,1909,4e-06,0.010325,4e-06,6459,0.081242,0.013763,0.080124,3341,0.0009978071,0.041088216,0.0009568089863488,5000,0.4133911059999999,0.2556742022,0.3076976647768742,561,562.5740000000001,4.263820000000003,116.24000000000001,5,4,7,9,0,0,39,0.36,14,0,0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,dasatinib,Bcr-Abl kinase inhibitor|ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor|tyrosine kinase inhibitor,Launched,0.2293895603055963,0.1224398349036436,0.2013031404131597,1910,0.571365,0.028698,0.554968,497,0.037449,0.214079,0.029432,5045,0.021249425,0.2904288,0.01507797999656,2841,0.0832209030599999,0.11424375376,0.0737134347031285,4341,488.01700000000034,3.3135400000000015,106.50999999999999,4,3,7,9,3,0,33,0.36363636363636365,11,0,0
CCS(=O)(=O)N1CCC[C@@H]2CN3CCc4cc(OC)ccc4[C@@H]3C[C@@H]21,RS-79948,adrenergic receptor antagonist,Preclinical,0.221426994847571,0.0909411684319295,0.2012901652137621,1911,0.000144,0.006809,0.000143,5332,0.034044,0.004596,0.033888,4850,0.009349532,0.0019710774,0.0093311033487742,3227,0.0223972480799999,0.03107178468,0.0217013256102336,6216,364.5110000000001,2.428400000000001,49.85000000000001,4,1,3,4,0,0,25,0.6842105263157895,6,0,1
Cc1onc(-c2ccc(F)cc2)c1COc1ccc(C(=O)N2CCS(=O)(=O)CC2)cn1,basmisanil,GABA receptor inverse agonist,Phase 2,0.2425249612654965,0.1701033817368489,0.2012706451986372,1912,0.000219,0.009344,0.000216,5129,0.01739,0.097064,0.015702,5695,0.001156126,0.021783356,0.0011309416957611,4895,0.187192371,0.4340901099999999,0.1059340140814492,3431,445.47200000000026,2.633720000000001,102.60000000000001,4,3,5,7,0,0,31,0.2857142857142857,10,0,1
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,tafluprost,prostaglandin inhibitor,Launched,0.2582860353481261,0.2210320735936047,0.2011965373748587,1913,0.001661,0.001993,0.001658,3802,0.324605,0.026309,0.316065,739,0.010703362,0.009448118,0.0106022353728272,3111,0.1618032314,0.0925129664,0.1468343344900803,2509,452.5380000000002,4.683000000000005,75.99000000000001,2,1,12,5,2,0,32,0.56,7,0,0
OC[C@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O,1-deoxymannojirimycin,alpha mannosidase inhibitor,Preclinical,0.230609511098116,0.1276286402007342,0.2011771327793073,1914,0.00277,0.004182,0.002758,3437,0.120515,0.000301,0.120479,2535,0.0007216102,0.0021430168,0.0007200637772183,5198,0.125784252,0.00505369445,0.1251485768237702,2966,163.173,-2.9667999999999988,92.95,1,0,1,5,5,0,11,1.0,5,0,0
CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,procaterol,adrenergic receptor agonist,Launched,0.255509968707576,0.2128773467042477,0.2011176845126218,1915,0.00052,0.100367,0.000468,4673,0.148441,0.043991,0.141911,2191,0.00019925018,0.0016988993,0.0001989116740086,5952,0.1542360548,0.1305987491999999,0.1340930189615773,2759,290.363,2.0436999999999994,85.35,2,2,5,4,4,0,21,0.4375,5,0,0
CN1CCN(c2ccc(-c3cccc(CN4CCOCC4)c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,OICR-9429,WDR5/MLL interaction inhibitor,Preclinical,0.2688643408071068,0.2521589402399421,0.2010677935608761,1916,0.084832,0.562144,0.037144,1816,0.252305,0.147494,0.215091,1321,0.10202989,0.0101215225,0.1009971921726924,1424,0.2890206839999999,0.2286808628,0.2229271846158338,1324,555.6010000000001,3.897000000000002,80.91,5,3,6,6,2,0,40,0.3793103448275862,11,0,0
O=C(O)[C@@H]1C[C@H]2C[C@@H](CCc3nn[nH]n3)CC[C@H]2CN1,LY215490,glutamate receptor antagonist,Phase 1,0.2745207029611194,0.26763734398716,0.2010487111511173,1917,0.192893,0.004524,0.192021,944,0.022222,0.132731,0.019272,5518,0.00021809708,0.00080238056,0.0002179220831428,5912,0.1524814388,0.01888569666,0.1496017206005428,2460,279.344,0.6112999999999996,103.79,3,1,4,5,3,0,20,0.8461538461538461,7,0,0
O=C(NCc1ccc(OC(F)(F)F)cc1)[C@@H]1c2ccccc2C(=O)N1C1CCOCC1,NAV-26,voltage-gated sodium channel blocker,Preclinical,0.2675481038314901,0.2488825526596115,0.20096004879067,1918,0.008076,0.008354,0.008009,2729,0.141005,0.272698,0.102553,2853,0.0012890791,0.04306337,0.0012335670097574,4828,0.01882617088,0.288060496,0.0134030947585264,6449,434.41400000000027,3.5775000000000023,67.87,4,2,5,4,1,0,31,0.36363636363636365,9,0,0
N#Cc1cnc(Nc2cc(NC[C@H]3CNCCO3)c(C(F)(F)F)cn2)cn1,CCT245737,kinase inhibitor,Preclinical,0.2644552176444127,0.2401310226034361,0.2009513157986456,1919,0.981941,0.005264,0.976772,67,0.204472,0.052502,0.193737,1546,0.0029344258,0.036861494,0.0028262584809798,4206,0.0884123751,0.3417968328,0.0581933053104944,4890,379.346,1.9059799999999998,107.78,3,2,5,8,3,0,27,0.375,11,0,0
COc1ccnc2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)C[C@H]3C)c12,BMS-806,HIV attachment inhibitor,Phase 1,0.2619175660372145,0.2327893660276753,0.2009459418878996,1920,0.003517,0.005281,0.003498,3266,0.419745,0.136635,0.362393,588,0.2933967,0.010752063,0.2902420801976079,772,0.519544816,0.15182840594,0.4406631547723294,130,406.4420000000001,2.1273,95.6,4,3,4,5,1,0,30,0.2727272727272727,8,0,0
C[C@]12O[C@@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,lestaurtinib,FLT3 inhibitor|growth factor receptor inhibitor|JAK inhibitor,Phase 3,0.2857988505255517,0.2969816644983918,0.2009218321847462,1921,0.553855,0.125233,0.484494,565,0.072657,0.239178,0.055279,4051,0.00035794528,0.0014643052,0.0003574211388651,5632,0.273989192,0.286341541,0.1955347045453751,1690,439.47100000000023,3.474400000000002,88.65,8,5,1,4,3,0,33,0.2692307692307692,7,0,0
NCCCCCc1cnc[nH]1,impentamine,histamine receptor antagonist,Preclinical,0.2506092927176937,0.1984130068128257,0.2008851494143405,1922,0.000274,0.010716,0.000271,5010,0.012334,0.292344,0.008728,6059,3.0438852e-05,0.00030754568,3.042949066256324e-05,6533,0.0384680788,0.00545717376,0.038258151809775,5635,153.229,1.0812000000000002,54.699999999999996,1,1,5,2,2,0,11,0.625,3,0,0
CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,SB-269970,serotonin receptor antagonist,Preclinical,0.24196143062641,0.169842255036812,0.2008661556168874,1923,0.002035,0.005239,0.002024,3664,0.201611,0.022196,0.197136,1511,0.0009264069,0.0016977813,0.0009248340636889,5022,0.093911713,0.1008688925999999,0.0844389425075209,3981,352.5000000000001,2.667300000000001,60.85000000000001,3,1,5,4,1,0,24,0.6666666666666666,6,0,1
C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,AMG-510,K-Ras inhibitor,Phase 1/Phase 2,0.4250326234486643,0.5276660220224004,0.2007573498037627,1924,0.004835,0.793167,0.001,4151,0.345568,0.450064,0.19004,1587,0.02362461,0.8475265,0.003602126972835,4016,0.380695428,0.6847442220000001,0.1200164333351829,3085,560.6050000000001,4.4814200000000035,104.45000000000002,5,4,5,7,1,0,41,0.3,11,0,0
CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,dalbavancin,bacterial cell wall synthesis inhibitor,Launched,0.4465370098416817,0.5504403435617271,0.2007450247314001,1925,0.301383,0.999592,0.000123,5400,0.311887,0.387076,0.191163,1574,0.0013843264,0.37902924,0.000859626216696,5070,0.618655948,0.687786942,0.1931524653749689,1729,1816.716,4.168000000000005,572.5100000000001,15,7,22,29,21,0,128,0.42045454545454547,40,0,0
CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,AZD2858,glycogen synthase kinase inhibitor,Preclinical,0.2278427170530556,0.1191164356495352,0.20070290470899,1926,0.001812,0.004389,0.001804,3740,0.015538,0.044761,0.014842,5733,0.027338322,0.005329356,0.0271926263496193,2344,0.1190720596,0.1418763202,0.1021785539453169,3525,453.5280000000002,1.309199999999999,134.41,4,3,5,8,2,0,32,0.23809523809523808,11,0,1
