smiles,name,moa,clinical_phase,rf_p_path,rf_p_gut,rf_S,rf_rank,dmpnn_p_path,dmpnn_p_gut,dmpnn_S,dmpnn_rank,chemeleon_frozen_p_path,chemeleon_frozen_p_gut,chemeleon_frozen_S,chemeleon_frozen_rank,molformer_p_path,molformer_p_gut,molformer_S,molformer_rank,dmpnn_rdkit_p_path,dmpnn_rdkit_p_gut,dmpnn_rdkit_S,dmpnn_rdkit_rank,MW,LogP,TPSA,n_rings,n_aromatic_rings,n_rotatable,n_HBA,n_HBD,formal_charge,n_heavy_atoms,fraction_sp3,n_heteroatoms,has_phosphate,has_sulfate
CC(C)n1nnc2cc(C(=O)O)ccc21,IBC-293,hydroxycarboxylic acid receptor agonist,Preclinical,0.2446893184432647,0.1800862983566415,0.2006241248374076,1927,0.000208,0.004839,0.000207,5152,0.131897,0.014823,0.129942,2377,0.0701355,0.00052857766,0.070098427941527,1673,0.261071492,0.0705221348,0.2426601730487388,1100,205.21699999999998,1.7104000000000001,68.01,2,2,2,3,1,0,15,0.3,5,0,0
Nc1nccc(Oc2ccc(NC(=O)c3c[nH]cc(-c4ccc(F)cc4)c3=O)cc2F)c1Cl,metatinib,Bcr-Abl kinase inhibitor,Phase 1,0.3017646855267802,0.3351793022610081,0.2006194087849014,1928,0.41991,0.584247,0.174579,990,0.413568,0.607011,0.162528,1906,0.82551295,0.022849375,0.8066504950380938,176,0.2281828192,0.300133814,0.1596974393842315,2275,468.8470000000001,4.995300000000002,110.1,4,4,5,5,3,0,33,0.0,10,0,0
CC(C)(O)[C@H]1CC[C@H](Nc2ccc3ncc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,TP-3654,"1,4,5-trisphosphate inhibitor",Phase 1,0.2834022328632281,0.2921194789288094,0.2006149202719608,1929,0.010382,0.02752,0.010096,2578,0.55937,0.079291,0.515017,246,0.17640978,0.052280683,0.1671869562137202,1112,0.354512128,0.2120673679999999,0.2793316740909609,759,418.46300000000014,5.156700000000003,62.45,4,3,4,4,2,0,30,0.45454545454545453,8,0,0
CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,sacubitril,neprilysin inhibitor,Launched,0.2249533989269893,0.1082734991121485,0.2005969072879931,1930,0.002645,0.010956,0.002616,3473,0.160638,0.008345,0.159298,1956,0.054365933,0.0010740592,0.0543075407694947,1835,0.0881631494,0.1123123660399999,0.078261337493348,4193,411.49800000000016,3.8350000000000017,92.7,2,2,11,4,2,0,30,0.375,6,0,0
C[S@@](=O)CCCCN=C=S,sulforaphane,anticancer agent|aryl hydrocarbon receptor antagonist,Phase 2,0.2503429932032875,0.1988766613519439,0.2005556145221653,1931,0.000299,0.005823,0.000297,4956,0.001626,0.040466,0.00156,6552,0.0018456085,0.0004083552,0.0018448548361718,4537,0.0098548631076481,0.00142193676102,0.0098408501155206,6532,177.294,1.2479,29.43,0,0,5,3,0,0,10,0.8333333333333334,4,0,0
N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,TAK-632,RAF inhibitor,Preclinical,0.2821072627313596,0.2894309847403057,0.20045667987663,1932,0.00756,0.06697,0.007054,2801,0.031519,0.309811,0.021754,5405,0.050552353,0.8070462,0.0097542686102913,3194,0.1541957581999999,0.372836178,0.0967060010488998,3660,554.5250000000001,6.6478800000000025,104.10999999999999,5,4,7,6,2,0,39,0.18518518518518517,12,0,0
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@](O)(c3ccoc3)CC[C@]12O,rostafuroxine,ATPase inhibitor,Phase 2,0.23314299651752,0.1404464261692729,0.2003988958702391,1933,0.000103,0.005895,0.000102,5501,0.043417,0.00025,0.043406,4445,0.054583047,0.000661886,0.0545469192453533,1831,0.135705497,0.0652105798,0.1268560628585828,2931,374.52100000000013,3.9857000000000036,73.83,5,1,1,4,3,0,27,0.8260869565217391,4,0,0
CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,tofogliflozin,sodium/glucose cotransporter inhibitor,Launched,0.244283663240107,0.1798031354197125,0.2003606946577226,1934,3e-06,0.099395,3e-06,6483,0.019416,0.012505,0.019174,5527,0.004630006,0.021032251,0.0045326265516764,3828,0.1607527327999999,0.1766491056,0.1323559063281242,2803,386.44399999999996,0.9965999999999995,99.38000000000001,4,2,4,6,4,0,28,0.45454545454545453,6,0,0
COC(=O)CCSCc1ccc(-c2onc(C)c2NC(=O)O[C@@H](C)c2ccccc2Cl)cc1,ki16198,lipoprotein antagonist,Preclinical,0.2510249378303391,0.2018798255251292,0.2003480671786938,1935,8e-06,0.011599,8e-06,6323,0.125378,0.050375,0.119062,2564,0.27214202,0.0040684775,0.2710348163148254,818,0.12680481,0.3248695279999999,0.0856097912271703,3954,488.99300000000017,6.409420000000005,90.66000000000001,3,3,9,7,1,0,33,0.2916666666666667,9,0,0
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,afatinib,EGFR inhibitor,Launched,0.2766031465252321,0.2757134018436623,0.2003399520360994,1936,0.000141,0.124005,0.000123,5404,0.371725,0.205315,0.295404,839,0.10526256,0.0867045,0.09613582236648,1458,0.33783282,0.5316251860000001,0.1582323842305954,2305,485.94700000000023,4.389900000000002,88.61000000000001,4,3,8,7,2,0,34,0.2916666666666667,10,0,0
O=C(O)C[C@H](O)C(=O)O,malic-acid,,Launched,0.2090844844670983,0.0420612361102916,0.200290132598929,1937,0.483109,0.002466,0.481918,567,0.036956,1.6e-05,0.036956,4724,0.0785601,0.0010835913,0.0784749729591128,1599,0.1389507796,0.01373047088,0.1370429199669489,2693,134.087,-1.0934000000000001,94.83,0,0,3,3,3,0,9,0.5,5,0,0
NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,avagacestat,gamma secretase inhibitor,Phase 2,0.3240461030985276,0.3819735509686252,0.2002690624204378,1938,0.004032,0.016384,0.003966,3185,0.022134,0.13127,0.019228,5522,0.0027215069,0.036115684,0.0026232178167957,4259,0.24971284,0.437125478,0.1405569954522625,2612,520.8920000000002,3.916400000000003,119.39000000000001,3,3,9,6,1,0,34,0.25,14,0,1
CCCCCCCCCCCCc1ccc(S(=O)(=O)Nc2nncs2)cc1,PHT-427,AKT inhibitor|pyruvate dehydrogenase inhibitor,Preclinical,0.2454127747054838,0.1843482170830331,0.2001713672391278,1939,0.111146,0.021176,0.108792,1236,0.084581,0.772602,0.019234,5521,0.0045764702,0.004074069,0.0045578253446287,3825,0.1017975146,0.1131234614,0.0902818273865309,3827,409.62100000000004,5.802300000000005,71.95,2,2,14,5,1,0,27,0.6,7,0,1
Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CCOCC3)c2n1,LY2828360,cannabinoid receptor agonist,Phase 2,0.25489631422413,0.2148098882322556,0.2001420654548307,1940,0.00553,0.019279,0.005423,2975,0.024621,0.060007,0.023144,5335,0.0005958181,0.12403517,0.0005219157006774,5399,0.031235514,0.353782218,0.0201849445767099,6266,426.9520000000003,3.5584200000000026,59.31,5,3,3,6,0,0,30,0.5,8,0,0
COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,I-BET151,bromodomain inhibitor,Preclinical,0.268326310601237,0.2545214389208667,0.2000315119266827,1941,0.00836,0.008525,0.008289,2708,0.624427,0.02439,0.609197,138,0.012971351,0.06485692,0.012130069125901,3010,0.341465534,0.197415762,0.2740548554086531,807,415.45300000000015,4.162540000000002,98.83,5,5,4,6,1,0,31,0.21739130434782608,8,0,0
C[N+]1(C)CC[C@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1,glycopyrrolate,acetylcholine receptor antagonist,Launched,0.2149221817650813,0.069611336166091,0.1999611615206825,1942,0.009178,0.005717,0.009125,2656,0.269069,0.053992,0.254542,1045,0.29971892,0.006788221,0.2976843617331587,759,0.1245031505999999,0.02612097308,0.1212510071548021,3063,318.43700000000024,2.4562999999999997,46.53,3,1,4,3,1,1,23,0.631578947368421,4,0,0
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,glipizide,sulfonylurea,Launched,0.2224693853957938,0.1013226332176962,0.1999282014571694,1943,8.5e-05,0.007305,8.4e-05,5583,0.064044,0.154632,0.054141,4087,0.00024249325,0.0027336252,0.0002418303643409,5848,0.1295141027999999,0.09384515556,0.1173598316755201,3152,445.54500000000024,2.0781199999999993,130.14999999999998,3,2,7,6,3,0,31,0.42857142857142855,10,0,1
CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,grapiprant,prostaglandin inhibitor,Launched,0.2632962175639572,0.2406982480693356,0.19992127927303,1944,0.000614,0.044726,0.000586,4501,0.125189,0.048514,0.119116,2561,0.0005124474,0.005122079,0.0005098226039338,5413,0.1207572558,0.1205342808,0.1062018668207653,3425,491.61700000000013,4.138760000000002,105.97999999999999,4,4,7,5,2,0,35,0.2692307692307692,9,0,1
CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,eterobarb,anticonvulsant,Phase 2,0.2204458986220831,0.0931469628443089,0.1999120326939516,1945,0.529293,0.002175,0.528142,521,0.202151,0.047654,0.192518,1560,0.00058112794,0.017971773,0.0005706840405783,5348,0.105632031,0.0158562733046,0.103957100646744,3485,320.345,1.333,76.15,2,1,6,5,0,0,23,0.4375,7,0,0
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,encorafenib,RAF inhibitor,Launched,0.3497322934112008,0.42839984081567,0.1999070345857432,1946,0.00578,0.04212,0.005536,2958,0.099246,0.019086,0.097352,2954,0.117108144,0.017238237,0.1150894060590978,1343,0.200743442,0.12304266795,0.1760434333228539,1968,540.0210000000002,3.908400000000002,140.13,3,3,9,8,3,0,36,0.36363636363636365,14,0,0
CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(F)c(C(F)(F)F)c3)nc3ncccc3c2=O)cc1,NBI-74330-(+/-),CC chemokine receptor antagonist,Preclinical,0.3301876967175741,0.3947934769487961,0.1998317478847284,1947,0.12799,0.871776,0.016411,2271,0.045206,0.153179,0.038281,4664,0.0024233863,0.7118233,0.0006983634667592,5219,0.1822657132,0.3081469954,0.1261010813129819,2943,605.5920000000002,6.064800000000006,90.21000000000001,5,5,9,6,0,0,44,0.21875,12,0,0
O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cnc(Cl)nc1C(F)(F)F,SP-100030,NFkB pathway inhibitor,Preclinical,0.2721141858701912,0.2660089342321248,0.1997293812974193,1948,0.002323,0.942397,0.000134,5366,0.046316,0.040909,0.044421,4408,0.5072178,0.705207,0.1495242569154,1180,0.255093206,0.345442284,0.1669732262864775,2137,437.649,5.438700000000002,54.88,2,2,2,3,1,0,28,0.21428571428571427,14,0,0
CCC1=C[C@@H]2[C@H](C1)C[C@]2(CN)CC(=O)O,mirogabalin-besylate,calcium channel antagonist,Preclinical,0.2275547439487399,0.1225146883017415,0.1996759454222774,1949,0.51329,0.003442,0.511523,542,0.080402,0.003022,0.080159,3340,0.07507947,0.0005168151,0.075040667796204,1624,0.0914487896,0.005667716832,0.090930483755918,3810,209.28899999999996,1.7824000000000002,63.32000000000001,2,0,4,2,2,0,15,0.75,3,0,0
Nc1ncc2c(n1)C[C@@H](c1ccco1)CC2=O,NKY-80,adenylyl cyclase inhibitor,Preclinical,0.2498648254278311,0.2011532423494816,0.1996037056439356,1950,0.010729,0.01131,0.010608,2546,0.01988,0.056017,0.018766,5540,0.0017550037,0.0012522902,0.0017528059260655,4584,0.100368398,0.018297167568,0.0985319406032622,3617,229.23899999999998,1.5645000000000002,82.00999999999999,3,2,1,5,1,0,17,0.25,5,0,0
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,pipecuronium,neuromuscular blocker,Launched,0.2392434358867717,0.1657109469762401,0.1995981795681253,1951,0.0,0.017571,0.0,6624,0.043421,0.023726,0.042391,4490,0.0037936394,0.026420392,0.0036934099599453,3995,0.1286603371999999,0.2163435932,0.1008254975478283,3562,602.9050000000001,3.633500000000006,59.08,6,0,4,6,0,2,43,0.9428571428571428,8,0,0
O=C1COc2nccc(-c3ccccc3F)c2CN1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,GPBAR-A,G protein-coupled receptor agonist,Preclinical,0.2628591009461002,0.2411116378622969,0.1994807125899751,1952,0.001927,0.713963,0.000551,4549,0.081736,0.106575,0.073025,3532,0.080939546,0.4771373,0.0423202695583342,2019,0.04995821328,0.377311716,0.0311083940990292,5901,484.3710000000001,5.846500000000003,42.43,4,3,3,3,0,0,34,0.21739130434782608,11,0,0
NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,AZD7762,CHK inhibitor,Phase 1,0.2583776774695648,0.228060110850206,0.1994520357046371,1953,0.002801,0.015238,0.002758,3436,0.171295,0.360959,0.109465,2729,0.12342496,0.0032200988,0.1230275194344139,1303,0.371597668,0.246437846,0.2800219391194569,754,362.4300000000001,2.5266,96.25,3,2,4,4,4,0,25,0.29411764705882354,8,0,0
C=C1CC[C@H]2[C@H](CN)[C@@H]([C@@]3(C)CC[C@H](O)C[C@@H]3CO)CC[C@]12C,rosiptor,SHIP1 phosphatase activator,Phase 2,0.2203641609358236,0.094928523880797,0.1994453164219554,1954,0.004484,0.011087,0.004434,3101,0.046405,0.002982,0.046267,4316,0.01581071,0.0018295062,0.0157817842080285,2805,0.0730905053999999,0.0130364831999999,0.0721376622542733,4390,321.50500000000005,3.1034000000000015,66.48,3,0,3,3,3,0,23,0.9,3,0,0
C[C@H](NC(=O)CNC(=O)c1cccc(Cl)c1)c1ccccc1,JNJ-63533054,G protein-coupled receptor agonist,Preclinical,0.2167506058420294,0.0799116110287207,0.1994297157377416,1955,0.002023,0.018416,0.001986,3675,0.373392,0.073983,0.345767,642,0.010676892,0.0024361683,0.010650881294167,3106,0.151806712,0.0701329886,0.1411600535979005,2602,316.788,2.9472000000000005,58.2,2,2,5,2,2,0,22,0.17647058823529413,5,0,0
C[C@H](Nc1ncnc2nc[nH]c12)c1cc2ccc(F)cc2nc1-c1ccccn1,AMG-319,PI3K inhibitor,Phase 2,0.2294438544938338,0.1308494241585099,0.1994212582566067,1956,0.620081,0.012408,0.612386,436,0.170016,0.027671,0.165312,1874,0.09800296,0.0030495913,0.0977040910258097,1451,0.5894572699999999,0.169678152,0.4894392497434349,72,385.4060000000001,4.275300000000002,92.27000000000001,5,5,4,6,2,0,29,0.09523809523809523,8,0,0
C[C@@H](Nc1ncnc2nc[nH]c12)c1cc2ccc(F)cc2nc1-c1ccccn1,AMG319,PI3K inhibitor,Phase 2,0.2294438544938338,0.1308494241585099,0.1994212582566067,1957,0.664196,0.01327,0.655382,393,0.12849,0.020923,0.125802,2446,0.09535037,0.0027911523,0.0950842325954686,1468,0.5903694939999999,0.169682422,0.4901941683831655,69,385.4060000000001,4.275300000000002,92.27000000000001,5,5,4,6,2,0,29,0.09523809523809523,8,0,0
Cc1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,GNF-5837,growth factor receptor inhibitor,Preclinical,0.281818696255119,0.2924577560321215,0.1993986327404489,1958,0.390388,0.612415,0.151309,1059,0.519847,0.116991,0.459029,340,0.9244899,0.087600574,0.8435040541027974,148,0.250421668,0.1069182558,0.2236470200429133,1315,535.5010000000002,7.361320000000004,98.04999999999998,5,4,5,3,5,0,39,0.07142857142857142,11,0,0
O=C(O)C(Cl)Cl,dichloroacetate,pyruvate dehydrogenase kinase inhibitor,Phase 3,0.2228550614214319,0.1055708834793278,0.1993280556993315,1959,0.004965,0.157903,0.004181,3142,0.733906,0.000519,0.733525,55,0.3808887,0.00041988402,0.3807287709214714,626,0.1574230412,0.0363205631199999,0.151705347695553,2426,128.942,0.8747,37.3,0,0,1,1,1,0,6,0.5,4,0,0
COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O,fostemsavir,antiviral,Phase 3,0.3118972822243412,0.3609611144935525,0.1993144916251329,1960,0.809282,0.001197,0.808313,266,0.135867,0.051496,0.12887,2393,0.52865005,0.010387181,0.523158866244991,461,0.5071390988,0.0768918593066,0.4681442305661944,90,583.4980000000005,1.1681199999999994,182.20999999999998,5,4,8,9,2,0,41,0.28,16,1,0
CC1(N)CCN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)CC1,SHP099,protein tyrosine kinase inhibitor,Preclinical,0.2580838391498065,0.227729254208563,0.1993105989369383,1961,0.220622,0.080249,0.202917,916,0.07589,0.347863,0.04949,4204,0.13604936,0.004806556,0.1353954311323958,1248,0.303324736,0.188962102,0.2460078562968449,1056,352.2690000000001,3.350200000000001,81.06,3,2,2,5,2,0,23,0.375,7,0,0
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,ritanserin,serotonin receptor antagonist,Phase 3,0.2551294945346555,0.2188126964891136,0.1993039218816229,1962,0.83581,0.058646,0.786792,288,0.456108,0.516961,0.220318,1273,0.013479285,0.28954273,0.0095764560226519,3213,0.02366868988,0.171699341,0.0196047914252706,6287,477.58000000000015,5.483020000000005,37.61000000000001,5,4,5,4,0,0,34,0.25925925925925924,7,0,0
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)OCC[N+](C)(C)C,sphingosylphosphorylcholine,gene expression stimulant,Preclinical,0.2562211659462097,0.2224215313230087,0.1992320618590869,1963,0.010232,0.045756,0.009764,2601,0.039307,0.007915,0.038996,4628,0.00034096508,0.0073641944,0.0003384541468672,5667,0.2876544892,0.01773098474,0.2825540918416023,728,465.63600000000025,4.771700000000003,102.01000000000002,0,0,21,5,3,1,31,0.9130434782608695,8,1,0
CNC(=O)[C@@H](c1ccccc1)N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(C(F)(F)F)cc1,almorexant,orexin receptor antagonist,Phase 3,0.2602853610843925,0.2346498211217374,0.1992094476653329,1964,0.82156,0.010328,0.813075,261,0.197985,0.128008,0.172641,1776,0.0009832423,0.04264671,0.0009413102507721,5009,0.03984657152,0.1854452982,0.0324572121822259,5850,512.5720000000002,5.7419000000000056,50.80000000000001,4,3,8,4,1,0,37,0.3448275862068966,8,0,0
O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)[C@@H]1CCCN1,XL019,JAK inhibitor,Phase 1,0.3183288348024541,0.3744728887422865,0.199123316464013,1965,0.000138,0.073124,0.000128,5387,0.031036,0.092484,0.028166,5108,0.009088866,0.018109787,0.0089242685726684,3262,0.254552987,0.2050666108,0.2023526686868935,1574,444.53900000000027,3.4143000000000017,91.41000000000001,5,3,6,7,3,0,33,0.32,8,0,0
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1,puromycin,protein synthesis inhibitor,Preclinical,0.2716665388900784,0.2670332470624116,0.1991225408920539,1966,0.015993,0.006656,0.015887,2301,0.287404,0.057184,0.270969,949,0.0832004,0.011571885,0.082237614539246,1566,0.424976048,0.4161093632,0.2481395352914673,1031,471.51800000000026,-0.7936999999999972,160.87999999999997,4,3,8,10,4,0,34,0.45454545454545453,12,0,0
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,lopinavir,HIV protease inhibitor,Launched,0.2667619536659797,0.2535680706601104,0.1991196397493755,1967,0.000196,0.147044,0.000167,5258,0.421112,0.073929,0.38998,504,0.0035965182,0.050937098,0.0034133219999878,4064,0.1283240812,0.17827431386,0.105447193672355,3445,628.8139999999999,4.328140000000003,120.0,4,3,15,5,4,0,46,0.43243243243243246,9,0,0
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,sertindole,dopamine receptor antagonist|serotonin receptor antagonist,Withdrawn,0.322769747161631,0.3831078717665537,0.1991141162559099,1968,0.081121,0.031142,0.078595,1397,0.192037,0.149315,0.163363,1894,0.46758595,0.06653037,0.4364772837396985,560,0.2210442839999999,0.1772644962,0.1818609803588502,1895,440.9500000000002,4.627600000000004,40.510000000000005,5,3,5,2,1,0,31,0.375,7,0,0
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,JNJ-7706621,CDK inhibitor,Preclinical,0.2850516848648184,0.3015438039531877,0.1990961154874157,1969,0.872902,0.663273,0.293929,787,0.328879,0.154005,0.27823,910,0.003958743,0.0036224702,0.003944402571453,3932,0.140229084,0.120096797,0.123388020165356,3009,394.36300000000006,1.217999999999999,145.98999999999998,3,3,4,7,3,0,27,0.0,12,0,0
CC(C)(C)NC[C@@H](O)COc1cccc2[nH]c(=O)[nH]c12,CGP-12177,adrenergic receptor agonist,Phase 1,0.2161760753892304,0.0792421097927669,0.1990458270886675,1970,0.001307,0.005545,0.0013,3956,0.043582,0.014746,0.042939,4460,0.00038899283,0.0006216351,0.0003887510184032,5575,0.07840463268,0.006681405748,0.077880779516542,4207,279.34,0.984,90.13999999999999,2,2,5,4,4,0,20,0.5,6,0,0
COC(=O)Nc1nc2ccc([S@@](=O)c3ccccc3)cc2[nH]1,oxfendazole,anthelmintic agent,Launched,0.2071925875263999,0.0393242024795918,0.1990449042622412,1971,0.065315,0.006091,0.064917,1498,0.062544,0.024415,0.061017,3885,0.7854102,0.0011522456,0.7845052145528548,202,0.192602056,0.041936207,0.1845250563109584,1851,315.35400000000004,2.9079000000000006,84.07999999999998,3,3,3,4,2,0,22,0.06666666666666667,7,0,0
CCn1c(=O)n([C@H]2CCCN(c3nccc(-c4cc5ccccc5o4)n3)C2)c2ccccc21,TC-F-2,FAAH inhibitor,Preclinical,0.2817401267569204,0.2935363150554534,0.1990391681454376,1972,0.181286,0.021285,0.177427,982,0.207573,0.056078,0.195932,1520,0.012686207,0.037805464,0.0122065990579649,3005,0.2256905,0.293160424,0.159526977327228,2277,439.5190000000002,4.867600000000004,69.09,6,5,4,5,0,0,33,0.2692307692307692,7,0,0
NC(=O)[C@H]1CCS[C@@H]2C[C@]3(CCCN3C(=O)Cc3ccc(NC(=O)COc4ccc(Cl)cc4Cl)cc3)C(=O)N12,ST-2825,myeloid differentiation primary response inhibitor,Preclinical,0.3410664824317895,0.4164492767323738,0.1990295925054159,1973,0.001268,0.132196,0.001101,4074,0.049471,0.346477,0.03233,4924,0.21690549,0.16140068,0.1818967964182668,1057,0.0764932774,0.6551391200000001,0.0263795389582481,6070,591.5170000000002,3.4638000000000018,122.04,5,2,7,6,2,0,39,0.4074074074074074,12,0,0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,dehydrocholate-acid,,Preclinical,0.2169114437700117,0.0825824663554835,0.1989983617627553,1974,4.3e-05,0.00319,4.2e-05,5887,0.003337,0.002478,0.003329,6409,0.0005834898,0.000949602,0.0005829357169189,5334,0.067233597,0.0503270534,0.0638499281735069,4682,402.53100000000023,4.073300000000003,88.50999999999999,4,0,4,4,1,0,29,0.8333333333333334,5,0,0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@H]4CC(=O)CC[C@]4(C)[C@@H]3CC(=O)[C@]12C,dehydrocholate,,Preclinical,0.2169114437700117,0.0825824663554835,0.1989983617627553,1975,2.7e-05,0.003239,2.7e-05,6043,0.00411,0.002738,0.004099,6355,0.00064854167,0.00091809034,0.0006479462501576,5264,0.0672455337999999,0.05032874926,0.0638611501905249,4681,402.53100000000023,4.073300000000003,88.50999999999999,4,0,4,4,1,0,29,0.8333333333333334,5,0,0
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1,tolvaptan,vasopressin receptor antagonist,Launched,0.2575078384585619,0.227273403749142,0.1989831555200003,1976,0.015621,0.11543,0.013818,2383,0.333936,0.342804,0.219461,1283,0.0814391,0.26662076,0.059725745264284,1776,0.195541892,0.1649853668,0.163280341223614,2202,448.9500000000001,5.683140000000005,69.64,4,3,3,3,2,0,32,0.23076923076923078,6,0,0
CN([NH2+][O-])C(=O)N[C@@H](C=O)[C@@H](O)[C@@H](O)[C@@H](O)CO,2-deoxy-2-([methyl(nitroso)carbamoyl]amino)hexose,,Preclinical,0.2506063923204184,0.2059939285601925,0.1989829970440385,1977,2e-06,0.005213,2e-06,6517,0.107242,0.000787,0.107158,2772,0.3389698,0.34053117,0.223540017411334,932,0.1641164799999999,0.067993605,0.1529576088848896,2398,267.238,-4.753499999999995,169.99999999999997,0,0,7,7,6,0,18,0.75,10,0,0
CN=C(NC#N)NCCSCc1csc(NC(=N)N)n1,tiotidine,histamine receptor antagonist,Phase 2,0.2654101363199209,0.2503231809685258,0.1989718267350282,1978,0.034744,0.00859,0.034446,1858,0.073113,0.11087,0.065007,3754,0.0008845444,0.024322074,0.0008630304456469,5066,0.0264106009599999,0.0240775524399999,0.0257746983304136,6087,312.42800000000005,0.32775,135.0,1,1,6,6,5,0,20,0.4,10,0,0
CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,propidium-iodide,,Preclinical,0.2521261503627046,0.2109688670165723,0.1989353820754348,1979,1.7e-05,0.158706,1.4e-05,6210,0.057252,0.345195,0.037489,4696,0.00011740925,0.50452054,5.8173871789005e-05,6390,0.074798496,0.287105002,0.053323473656323,5082,414.5970000000002,4.988400000000004,55.92,4,4,7,2,2,2,31,0.2962962962962963,4,0,0
CCNC(=O)C#Cc1ccc2c(c1)NC(=O)/C2=C(/Nc1ccc(CN(C)C)cc1)c1ccccc1,BI-847325,Aurora kinase inhibitor|MEK inhibitor,Phase 1,0.2571300198688622,0.2264852159376178,0.198893871794819,1980,0.147434,0.297821,0.103525,1264,0.389518,0.109427,0.346894,638,0.5219123,0.043692052,0.4991088806489603,493,0.556416818,0.138675305,0.4792555460567205,83,464.5690000000002,4.168300000000004,73.47,4,3,6,4,3,0,35,0.1724137931034483,6,0,0
COCCNCCc1cccc(Nc2ncc3c(n2)-c2ccccc2[C@H](c2ccccc2F)C3)c1,derazantinib,tyrosine kinase inhibitor,Phase 2,0.2551814891182591,0.2206198356361702,0.1988833909315956,1981,0.017268,0.3949,0.010449,2556,0.11534,0.286592,0.082285,3290,0.035420105,0.0036381485,0.0352912413981244,2161,0.457302884,0.19893616,0.3663288043001145,277,468.5760000000002,5.492800000000004,59.07,5,4,9,5,2,0,35,0.2413793103448276,6,0,0
