smiles,median_value_nM,activity_label,molecule_chembl_id,n_measurements,source_type
C/C(=C\CC[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C)C(=O)O,106763.70265565217,0,CHEMBL2203595,2,MIC
C/C(=C\CC[C@H](C)[C@@H]1CC[C@@H](C)c2c(O)cc(C)cc21)CO,25800.0,0,CHEMBL2047592,1,MIC
C/C(=C\CO)CCCC(C)CCCC(C)CCCC(C)C,171375.77929959042,0,CHEMBL390773,2,MIC
C/C(=C\CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,42185.84563302245,0,CHEMBL1644111,1,MIC
C/C(=C\CO)CC[C@H](C)CCC[C@H](C)CCCC(C)C,7084.855810969743,1,CHEMBL3039479,1,MIC
C/C(=C\COC=O)CCCC(C)CCCC(C)CCCC(C)C,1541768.8436400024,0,CHEMBL593285,1,MIC
C/C(=C\C[C@H](O)[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3)C(=O)O,106306.164613911,0,CHEMBL4126711,1,MIC
C/C(=C\C[n+]1cn(C)c2ncnc(N)c21)CCCC(C)CCCC(C)CCCC(C)C,14590.028161099044,0,CHEMBL394697,1,MIC
C/C(=C\[C@H](O)[C@H](O)[C@H](C)C1=CC[C@@]2(C)C[C@@H]3[C@H](C)CC[C@@H]3/C(C(=O)O)=C\C[C@H]12)C(=O)O,462693.92693151126,0,CHEMBL59223,1,MIC
C/C(=C\c1cnc([N+](=O)[O-])n1C)[N+](=O)[O-],47157.67606335845,0,CHEMBL3247270,1,MIC
C/C(=N/N=C1\NC(=O)CS1)c1cc2ccccc2oc1=O,275699.77632826456,0,CHEMBL3335813,1,MIC
C/C(=N/NC(=O)c1ccc(-n2c(C)ccc2C)cc1)c1ccc(N)cc1,90271.1238488656,0,CHEMBL2281718,1,MIC
C/C(=N/NC(=O)c1ccc(-n2c(C)ccc2C)cc1)c1ccccc1,94362.85020536178,0,CHEMBL2281716,1,MIC
C/C(=N/NC(=O)c1ccc(-n2cccc2)cc1)C(N)=O,185108.62173079068,0,CHEMBL3923155,1,MIC
C/C(=N/NC(=O)c1ccncc1)c1ccc(N/C(S)=N/c2ccc(Br)cc2)cc1,1660.0,1,CHEMBL380599,2,MIC
C/C(=N/NC(=O)c1ccncc1)c1ccc(N/C(S)=N/c2ccc(C)cc2)cc1,2895.0,1,CHEMBL201516,2,MIC
C/C(=N/NC(=O)c1ccncc1)c1ccc(N/C(S)=N/c2ccc(F)cc2)cc1,490.0,1,CHEMBL204068,2,MIC
C/C(=N/NC(=O)c1ccncc1)c1ccc(N/C(S)=N/c2ccccc2)cc1,4000.0,1,CHEMBL377507,2,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN(C)C)c1O,2490.0,1,CHEMBL382508,1,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN(Cc2ccccc2)Cc2ccccc2)c1O,3360.0,1,CHEMBL196824,1,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN(c2ccccc2)c2ccccc2)c1O,3570.0,1,CHEMBL198433,1,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN2CCCC2)c1O,4610.0,1,CHEMBL199042,1,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN2CCCCC2)c1O,4430.0,1,CHEMBL198317,1,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN2CCN(C)CC2)c1O,8610.0,1,CHEMBL199044,1,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN2CCN(Cc3ccc(F)cn3)CC2)c1O,2040.0,1,CHEMBL3264281,1,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN2CCN(Cc3ccccc3)CC2)c1O,880.0,1,CHEMBL381467,1,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN2CCN(Cc3ccccn3)CC2)c1O,870.0,1,CHEMBL3264280,1,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)c1O,1300.0,1,CHEMBL372195,1,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN2CCN(c3ccc(F)cc3)CC2)c1O,870.0,1,CHEMBL196076,1,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN2CCN(c3ccccn3)CC2)c1O,900.0,1,CHEMBL197852,1,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN2CCNCC2)c1O,560.0,1,CHEMBL198434,3,MIC
C/C(=N/NC(=O)c1ccncc1)c1cccc(CN2CCOCC2)c1O,2200.0,1,CHEMBL373203,1,MIC
C/C(=N/NC(=O)c1nc(C(C)C)cs1)c1ccc(Br)cc1,85611.80705481578,0,CHEMBL569125,1,MIC
C/C(=N/NC(=O)c1nc(C(C)C)cs1)c1ccc(C)cc1,415110.16512492887,0,CHEMBL577950,1,MIC
C/C(=N/NC(=O)c1nc(C(C)C)cs1)c1ccc(Cl)cc1,194661.44214644766,0,CHEMBL571789,1,MIC
C/C(=N/NC(=O)c1nc(C(C)C)cs1)c1ccc(O)cc1,412399.50331883377,0,CHEMBL569440,1,MIC
C/C(=N/NC(=O)c1nc(C(C)C)cs1)c1ccc([N+](=O)[O-])cc1,376399.10025432374,0,CHEMBL578208,1,MIC
C/C(=N/NC(=O)c1nc(C(C)C)cs1)c1ccccc1,435374.3647408184,0,CHEMBL571788,1,MIC
C/C(=N/NC(=S)N(Cc1ccccc1)Cc1ccccc1)c1ccc(F)cc1,5985.0,1,CHEMBL2235278,2,MIC
C/C(=N/NC(=S)N(Cc1ccccc1)Cc1ccccc1)c1ccc(N)cc1,12060.0,0,CHEMBL2235274,2,MIC
